lambda,sigma,return
0.9759879939969984,0.014480800638387786,0.0033859802134971933
0.9754877438719359,0.014494390424918256,0.0034018122155053273
0.9749874937468733,0.01450828897156787,0.0034176854082205305
0.9744872436218108,0.014522511055461509,0.0034336131747667686
0.9739869934967483,0.014537069558045245,0.0034496089439960734
0.9734867433716857,0.014551969893727814,0.0034656773838726146
0.9729864932466232,0.014567211222217848,0.0034818157099267217
0.9724862431215607,0.014582786854300136,0.003498014534933449
0.9719859929964981,0.014598688750962307,0.0035142636046449445
0.9714857428714356,0.014614937726433871,0.003530581099283164
0.9709854927463731,0.014631287976215806,0.0035467243147576733
0.9704852426213106,0.014646261138691545,0.0035612695786527266
0.969984992496248,0.014660163688367188,0.0035745467724986094
0.9694847423711855,0.01467523635521963,0.0035887069628021758
0.968984492246123,0.0146916273529602,0.003603871394620851
0.9684842421210604,0.014708411429509115,0.0036191637008360965
0.9679839919959979,0.014725232214393395,0.003634259480408434
0.9674837418709354,0.014742004760239203,0.0036490896879991185
0.9669834917458728,0.014758485953176062,0.0036634499453368943
0.9664832416208103,0.014774577395508649,0.003677269826880785
0.9659829914957478,0.014790392184009396,0.0036906565919993797
0.9654827413706852,0.014806191759633791,0.003703839037622735
0.9649824912456227,0.014822117979096607,0.00371693877744087
0.9644822411205602,0.014838293767039525,0.003730063853030809
0.9639819909954976,0.01485474486441653,0.003743231759164081
0.9634817408704351,0.014871950070799875,0.003756814196395266
0.9629814907453726,0.014891544494071087,0.003772078135096888
0.96248124062031,0.014914699047933654,0.0037899003668778047
0.9619809904952475,0.014939271608695289,0.003808589261102861
0.961480740370185,0.014964245937627496,0.003827357373788305
0.9609804902451224,0.014989546489739259,0.003846147092706832
0.96048024012006,0.015015170275108345,0.0038649565563261203
0.9599799899949975,0.015041116253228619,0.0038837855506051195
0.9594797398699348,0.015067384642369196,0.003902634406044328
0.9589794897448723,0.015093975625255548,0.003921503456498478
0.9584792396198099,0.015120886115177498,0.003940391737262457
0.9579789894947474,0.015148115850709703,0.003959299403243838
0.9574787393696848,0.015175666249934381,0.003978227331432721
0.9569784892446223,0.015203516448640963,0.003997161943046757
0.9564782391195598,0.015231483729042771,0.0040159818274823934
0.9559779889944972,0.015259303141910574,0.004034513677977055
0.9554777388694347,0.015287091545357364,0.004052842213821994
0.9549774887443722,0.015314916284418726,0.004071013251990775
0.9544772386193096,0.015342888001761621,0.004089100945133816
0.9539769884942471,0.015371071306574552,0.0041071484373409245
0.9534767383691846,0.01539951817664928,0.004125190817748394
0.952976488244122,0.015428251400233023,0.004143243901989491
0.9524762381190595,0.01545726352164036,0.0041613031355703725
0.951975987993997,0.015486570444195998,0.0041793801206627505
0.9514757378689344,0.015516121547913098,0.004197443081348215
0.9509754877438719,0.01554600527294398,0.00421554855340814
0.9504752376188094,0.01557597851555521,0.004233548472736642
0.9499749874937468,0.015606007308602128,0.004251426897727823
0.9494747373686843,0.015635883236814797,0.004269062570715168
0.9489744872436218,0.01566590545283933,0.0042866363654441705
0.9484742371185592,0.015695912220592613,0.004304052669075968
0.9479739869934967,0.015726078415253714,0.004321415998247395
0.9474737368684342,0.015756410985565624,0.00433873058081852
0.9469734867433717,0.015786977933072308,0.004356037115242871
0.9464732366183091,0.015817775731291155,0.004373333504738524
0.9459729864932466,0.01584885783591164,0.004390653659455634
0.9454727363681841,0.015879831568471933,0.0044077783931574886
0.9449724862431215,0.015910109029557636,0.0044243919113449055
0.944472236118059,0.015939058460839914,0.004440155944299689
0.9439719859929965,0.01596718991316681,0.004455354285978049
0.9434717358679339,0.015994998127752777,0.0044702605976894415
0.9429714857428714,0.016022509362179447,0.004484895632535504
0.9424712356178089,0.016049624370840766,0.004499212244512687
0.9419709854927463,0.01607641830538903,0.004513253439095137
0.9414707353676838,0.016103088348938522,0.004527124580243005
0.9409704852426213,0.016129803890106365,0.004540915509739149
0.9404702351175587,0.016156658915923005,0.004554676189455632
0.9399699849924962,0.016183695023499384,0.004568428989930254
0.9394697348674337,0.016210925903297337,0.004582181583304844
0.9389694847423711,0.01623835370374607,0.004595935567929031
0.9384692346173086,0.016265976743737563,0.004609690516048635
0.9379689844922461,0.016293792451996934,0.004623445512848844
0.9374687343671835,0.01632179985239068,0.0046372004417753075
0.936968484242121,0.016349997911168354,0.00465095508626508
0.9364682341170585,0.016378364427502914,0.004664698682456632
0.9359679839919959,0.016406972849107717,0.004678467983785147
0.9354677338669334,0.016435753727403548,0.004692228672631936
0.9349674837418709,0.016464735029878223,0.004705994841115885
0.9344672336168084,0.01649391125140674,0.0047197639289491364
0.9339669834917458,0.016523309749059995,0.00473354971805674
0.9334667333666833,0.01655288618991718,0.004747331224630609
0.9329664832416208,0.01658250613673945,0.004761046845468051
0.9324662331165582,0.016611801321506,0.004774529350780872
0.9319659829914957,0.01664001747519913,0.004787437229973453
0.9314657328664332,0.016666577726064814,0.0047995138231109085
0.9309654827413706,0.016691422436197423,0.004810740118166649
0.9304652326163081,0.01671478357804574,0.004821228736629925
0.9299649824912456,0.016737020910613763,0.00483114877995504
0.929464732366183,0.016758276974414885,0.004840570676717717
0.9289644822411205,0.016778837441190467,0.0048496255067733175
0.928464232116058,0.016799137417984583,0.004858507690071794
0.9279639819909954,0.016819428111882584,0.004867328903125376
0.9274637318659329,0.016839813468759724,0.004876135336154925
0.9269634817408704,0.016860329026138408,0.004884942805470651
0.9264632316158078,0.016880987079434372,0.004893756821906179
0.9259629814907453,0.01690179252896219,0.0049025796411883375
0.9254627313656828,0.016922753122593722,0.004911414560176589
0.9249624812406202,0.016943853541123936,0.00492025503869731
0.9244622311155577,0.016965107818031892,0.004929107110154473
0.9239619809904952,0.01698649180396354,0.004937960714075185
0.9234617308654326,0.017008038551390565,0.004946829695556177
0.9229614807403701,0.017029746524621407,0.004955713329070298
0.9224612306153076,0.017051597434011172,0.004964604098822739
0.9219609804902451,0.017073094856168685,0.004973292481352127
0.9214607303651825,0.01709523920222464,0.004982204923990848
0.92096048024012,0.017117547966603617,0.0049911321156150025
0.9204602301150575,0.01713992350274149,0.00500003447928827
0.9199599799899949,0.017162435576742838,0.0050089417908414586
0.9194597298649324,0.017185085307663172,0.005017854611800528
0.9189594797398699,0.01720787880276774,0.0050267754765058875
0.9184592296148073,0.017230811787125898,0.005035702726877208
0.9179589794897448,0.01725388551588963,0.005044636951454908
0.9174587293646823,0.01727709844022474,0.005053577594642422
0.9169584792396197,0.01730045081693742,0.005062524819625369
0.9164582291145572,0.017323941601999543,0.005071478266157801
0.9159579789894947,0.017347528437009825,0.005080421143638561
0.9154577288644321,0.017371296613679185,0.00508938770700749
0.9149574787393696,0.01739520017304801,0.005098359958103349
0.9144572286143071,0.017419161367187803,0.005107308201442632
0.9139569784892445,0.017443223875793487,0.005116250136772844
0.913456728364182,0.0174672700477815,0.005125141507249797
0.9129564782391195,0.01749123219443158,0.0051339587358929465
0.9124562281140569,0.017514983794553338,0.005142656614669927
0.9119559779889944,0.017538392752353228,0.005151188319595887
0.9114557278639319,0.017561309826229818,0.005159500870696803
0.9109554777388694,0.017583638612992204,0.005167560641632596
0.9104552276138068,0.017605589558767187,0.005175445030059107
0.9099549774887443,0.017627280759945747,0.00518319737557491
0.9094547273636818,0.01764882609182176,0.005190859150617535
0.9089544772386192,0.017670313835200947,0.0051984623462821185
0.9084542271135567,0.017691800009953698,0.005206027109898435
0.9079539769884942,0.017713340015164038,0.0052135736222003425
0.9074537268634316,0.01773500816021119,0.0052211295504264454
0.9069534767383691,0.017756738390158025,0.005228669760600732
0.9064532266133066,0.017778627034448557,0.005236230727017721
0.905952976488244,0.01780060701868117,0.0052437867649818126
0.9054527263631815,0.01782271045861257,0.005251350071235302
0.904952476238119,0.01784493747289947,0.005258920713089362
0.9044522261130564,0.017867288023962098,0.005266498628365719
0.9039519759879939,0.017889776122211713,0.005274089411285556
0.9034517258629314,0.01791237380306443,0.005281682082028422
0.9029514757378688,0.017935099072678894,0.005289283535380135
0.9024512256128063,0.017957952155717768,0.005296894145707743
0.9019509754877438,0.0179809291676887,0.0053045120835722385
0.9014507253626812,0.018004032070607755,0.0053121382882729525
0.9009504752376187,0.01802726096959136,0.005319772822820704
0.9004502251125562,0.018050615853759486,0.005327415707936942
0.8999499749874936,0.018074080322989166,0.0053350594340486005
0.8994497248624311,0.018097688029766756,0.00534271956355935
0.8989494747373686,0.018121382466312334,0.005350372412679342
0.8984492246123061,0.018145230919392272,0.005358046292614335
0.8979489744872435,0.01816920011586374,0.0053657271856441145
0.897448724362181,0.01819327847695233,0.005373410731046579
0.8969484742371185,0.018217450861046296,0.0053810923491991736
0.8964482241120559,0.01824177874753768,0.005388792964637228
0.8959479739869934,0.01826611846653084,0.005396465395400268
0.8954477238619309,0.01829050174636513,0.005404120857725206
0.8949474737368683,0.01831488927957039,0.005411747151446825
0.8944472236118058,0.018339050908943354,0.005419272108105325
0.8939469734867433,0.018363624858251233,0.005426897724299914
0.8934467233616807,0.01839042019945825,0.0054351842652761795
0.8929464732366182,0.018415136225038986,0.005442792749460238
0.8924462231115557,0.01843958558218994,0.005450290324229917
0.8919459729864931,0.01846376074224394,0.0054576752729919974
0.8914457228614306,0.018487729660239587,0.005464968691762445
0.8909454727363681,0.018511613915571785,0.005472207913522914
0.8904452226113055,0.01853550378644715,0.0054794206076925756
0.889944972486243,0.01855946428611885,0.005486626728296444
0.8894447223611806,0.018583501399098538,0.005493828102623858
0.8889444722361179,0.018607638560516553,0.005501032004446451
0.8884442221110554,0.01863188768981123,0.00550824211835107
0.887943971985993,0.018656218253884978,0.005515449363365581
0.8874437218609305,0.0186806227173753,0.005522651731589922
0.8869434717358678,0.01870503505466887,0.005529829905939695
0.8864432216108054,0.01872951824051464,0.005537002742977934
0.8859429714857429,0.018754015747645243,0.005544153764741721
0.8854427213606803,0.018778511209469866,0.0055512783911326555
0.8849424712356178,0.018803006695307566,0.005558377402993847
0.8844422211105553,0.018827511075218836,0.0055654534997198685
0.8839419709854927,0.018851998610040752,0.005572499221574186
0.8834417208604302,0.01887653451613042,0.005579533613096406
0.8829414707353677,0.018901161273654928,0.005586569075675379
0.882441220610305,0.018925824832775513,0.005593589798932959
0.8819409704852426,0.01895057177782572,0.005600609374707646
0.8814407203601801,0.01897541116132999,0.005607630436270629
0.8809404702351175,0.019000348477065745,0.005614654590025467
0.880440220110055,0.01902539112984419,0.005621684004984198
0.8799399699849925,0.019050541217529752,0.0056287193016064455
0.8794397198599299,0.0190758025455006,0.005635761606222882
0.8789394697348674,0.019101175964423508,0.005642811180008554
0.8784392196098049,0.019126662070839462,0.005649868209807279
0.8779389694847423,0.01915226188132975,0.005656933007937629
0.8774387193596798,0.01917797575152888,0.005664005692807586
0.8769384692346173,0.01920380373812749,0.005671086298393009
0.8764382191095547,0.019229745432999424,0.0056781747298889
0.8759379689844922,0.019255800032443968,0.0056852707855935955
0.8754377188594297,0.01928196545912861,0.005692373925888304
0.8749374687343672,0.01930823722464478,0.005699482962602398
0.8744372186093046,0.019333816335608784,0.005706379910434991
0.8739369684842421,0.01936004468485869,0.0057134327503335055
0.8734367183591796,0.01938627113092777,0.005720462731695885
0.872936468234117,0.019412564382775273,0.005727488774453811
0.8724362181090545,0.019441066683638958,0.005735084720188997
0.871935967983992,0.019467696762996305,0.005742155695998076
0.8714357178589294,0.019494222590272284,0.005749177350115082
0.8709354677338669,0.019520606901797265,0.005756140084482164
0.8704352176088044,0.019546853720342868,0.005763045130877681
0.8699349674837418,0.019573006909768216,0.005769904139007499
0.8694347173586793,0.019599131841541058,0.005776734384140975
0.8689344672336168,0.019625295505783614,0.005783553582030156
0.8684342171085542,0.01965152364534069,0.005790368559451287
0.8679339669834917,0.019677832547701456,0.005797183671778279
0.8674337168584292,0.01970423123892042,0.005804001366785144
0.8669334667333666,0.01973068991499852,0.005810814007920238
0.8664332166083041,0.01975720931171944,0.005817621950113996
0.8659329664832416,0.019783734590321983,0.005824411256487821
0.865432716358179,0.019810252760607924,0.005831178809774095
0.8649324662331165,0.019836779646967704,0.0058379288275886175
0.864432216108054,0.019863227325914265,0.005844639014317626
0.8639319659829914,0.019889625823176126,0.005851317156308928
0.8634317158579289,0.019915989533806442,0.005857966963299543
0.8629314657328664,0.019942283840719905,0.005864579579547338
0.8624312156078039,0.019968689546646563,0.005871201096504662
0.8619309654827413,0.019995160355848415,0.005877819687766014
0.8614307153576788,0.02002168199106047,0.005884431675262377
0.8609304652326163,0.020048282675438525,0.005891044252465262
0.8604302151075537,0.020073780113512997,0.005897351784987991
0.8599299649824912,0.020100731212148414,0.005904014424833234
0.8594297148574287,0.02012781960467057,0.005910693146942407
0.8589294647323661,0.020154954184857098,0.005917363908390021
0.8584292146073036,0.020182155910976742,0.00592403234324347
0.8579289644822411,0.020209420052873836,0.005930697471125066
0.8574287143571785,0.020236725673417322,0.005937354235713658
0.856928464232116,0.02026390898186433,0.0059439613146381465
0.8564282141070535,0.02029121694827991,0.005950582919214164
0.8559279639819909,0.02031988387357431,0.005957522389584735
0.8554277138569284,0.020347583368257677,0.005964201185333479
0.8549274637318659,0.02037527437819498,0.005970860129418457
0.8544272136068033,0.02040281456271598,0.005977465320218478
0.8539269634817408,0.020429942727715887,0.005983954668976208
0.8534267133566783,0.020456521174517118,0.005990295850623946
0.8529264632316157,0.020482533627137926,0.005996485357779818
0.8524262131065532,0.020508137393931085,0.00600256083811157
0.8519259629814907,0.020533523638204293,0.0060085678638203445
0.8514257128564282,0.020558869046734457,0.00601454859031062
0.8509254627313656,0.020584244135379893,0.006020519838006602
0.8504252126063031,0.020609691526713943,0.006026491796285991
0.8499249624812406,0.020635224936661672,0.0060324677445078205
0.849424712356178,0.02066085315035658,0.006038449795405684
0.8489244622311155,0.020686577793405533,0.0060444383362553405
0.848424212106053,0.020712400167543298,0.0060504336833244144
0.8479239619809904,0.02073832105023845,0.006056436026591905
0.8474237118559279,0.020764012085453087,0.006062357820213205
0.8469234617308654,0.020790227119618157,0.006068397477980917
0.8464232116058028,0.02081652329188279,0.006074439990722693
0.8459229614807403,0.0208429043112856,0.006080486243884555
0.8454227113556778,0.0208693718802855,0.006086536630957177
0.8449224612306152,0.02089592828310493,0.006092591692398343
0.8444222111055527,0.020922578057643502,0.00609865244405412
0.8439219609804902,0.020949322265748714,0.0061047191702071285
0.8434217108554276,0.020976161278646963,0.006110791998552591
0.8429214607303651,0.021003095294039455,0.006116870975090378
0.8424212106053026,0.02103013572019285,0.006122958393709037
0.84192096048024,0.021057275653910565,0.006129052991994185
0.8414207103551775,0.021084515231797486,0.006135154821440908
0.840920460230115,0.02111185455320845,0.006141263911074769
0.8404202101050524,0.021139292684156045,0.006147380051792176
0.8399199599799899,0.021166831703369086,0.006153503745607458
0.8394197098549274,0.02119447172815578,0.006159635024536592
0.8389194597298649,0.021222213542692166,0.006165774028470051
0.8384192096048023,0.02125005660084832,0.006171920674939259
0.8379189594797398,0.021277553034218397,0.006177987902910048
0.8374187093546773,0.021305559007614275,0.006184141892898803
0.8369184592296147,0.021333663996290664,0.006190303112922023
0.8364182091045522,0.021361869824109075,0.006196471929686775
0.8359179589794897,0.021390175773839993,0.006202648208041765
0.8354177088544271,0.021418581943088575,0.006208831973921838
0.8349174587293646,0.021447088449596124,0.0062150232572896974
0.8344172086043021,0.021475695427048563,0.006221222091506679
0.8339169584792395,0.02150440302169899,0.006227428512572039
0.833416708354177,0.0215332113098097,0.006233642542507003
0.8329164582291145,0.021562121156153708,0.006239864361319144
0.8324162081040519,0.021591130565953204,0.006246093577572327
0.8319159579789894,0.02162024108719555,0.0062523305075843204
0.8314157078539269,0.021649452868425147,0.006258575188528673
0.8309154577288643,0.021678767558798127,0.006264827959437766
0.8304152076038018,0.02170818448700553,0.00627108869415647
0.8299149574787393,0.0217377034564967,0.006277357360573517
0.8294147073536767,0.021767335374690187,0.006283636165085732
0.8289144572286142,0.0217970629019365,0.0062899216259343265
0.8284142071035517,0.021826893888847468,0.006296215331984373
0.8279139569784892,0.021856828747535327,0.0063025173758486
0.8274137068534266,0.02188687208014489,0.006308828697503883
0.8269134567283641,0.02191704246234701,0.006315153071347212
0.8264132066033016,0.02194729517025982,0.006321481454629403
0.825912956478239,0.021977657057674436,0.006327819290415503
0.8254127063531765,0.02200812261290538,0.0063341654690189046
0.824912456228114,0.022038690229803173,0.006340519673156681
0.8244122061030514,0.022069360255786503,0.006346881975023218
0.8239119559779889,0.022100152114610694,0.006353256320420582
0.8234117058529264,0.02213104699883559,0.006359638876589397
0.8229114557278638,0.02216202193114414,0.006366024938483413
0.8224112056028013,0.022193032145536074,0.0063724053335361625
0.8219109554777388,0.022223979769421986,0.006378760068670895
0.8214107053526762,0.02225469491962855,0.006385054546376356
0.8209104552276137,0.022284943864077617,0.006391241324735094
0.8204102051025512,0.022314488156539972,0.0063972721918693866
0.8199099549774886,0.02234316604843188,0.006403114608342271
0.8194097048524261,0.022371007753416612,0.006408775057084626
0.8189094547273637,0.02239813565388072,0.006414278510041469
0.818409204602301,0.02242465326536392,0.006419645786019871
0.8179089544772385,0.022451076968079197,0.006424982541643491
0.817408704352176,0.022477316443197125,0.006430269944973504
0.8169084542271134,0.022503503512475275,0.006435534859157759
0.816408204102051,0.02252971426355579,0.006440792822811686
0.8159079539769885,0.022555983307890853,0.006446050929147007
0.815407703851926,0.022582323179083603,0.006451311729625583
0.8149074537268634,0.022608744200754777,0.006456577291694539
0.8144072036018009,0.022635249823081578,0.006461848349327186
0.8139069534767384,0.022661779109918262,0.006467112843982566
0.8134067033516758,0.022688242717234516,0.006472353196442893
0.8129064532266133,0.022714482145147655,0.006477538280853948
0.8124062031015508,0.02274035250877361,0.006482639808783529
0.8119059529764882,0.022765775828229484,0.006487642701194579
0.8114057028514257,0.022790773417913898,0.006492551335727173
0.8109054527263632,0.022815440809178165,0.006497384568515395
0.8104052026013006,0.022839897609878864,0.006502165919618912
0.8099049524762381,0.02286425643915439,0.006506917525272212
0.8094047023511756,0.022888570570595596,0.006511649836003717
0.808904452226113,0.022912906315430224,0.00651637591459327
0.8084042021010505,0.02293728237446746,0.006521099446195181
0.807903951975988,0.022961706904199783,0.006525822064726789
0.8074037018509254,0.022986183758087163,0.006530544574053196
0.8069034517258629,0.02301070598948114,0.0065352656811720495
0.8064032016008004,0.023035260062484023,0.006539982832849762
0.8059029514757378,0.023059826997830005,0.0065446924465594036
0.8054027013506753,0.023084372713556695,0.006549388067063627
0.8049024512256128,0.023108889274398893,0.00655406827715706
0.8044022011005502,0.023133324044605802,0.006558723117218692
0.8039019509754877,0.023157693823438224,0.006563355907253329
0.8034017008504252,0.02318196710205502,0.006567960731611017
0.8029014507253627,0.023206129170800782,0.006572534876930265
0.8024012006003001,0.023230179642318494,0.006577078356860181
0.8019009504752376,0.023254114996752104,0.006581590572045891
0.8014007003501751,0.023277955975366603,0.006586075514224968
0.8009004502251125,0.02330170141908042,0.006590533001649967
0.80040020010005,0.02332537842969553,0.006594968197743672
0.7998999499749875,0.023348999675226797,0.00659938350923361
0.7993996998499249,0.02337258904128145,0.0066037834487629255
0.7988994497248624,0.02339616272375692,0.0066081710680536915
0.7983991995997999,0.02341974078106771,0.006612550142520397
0.7978989494747373,0.023443338802269644,0.006616923599163643
0.7973986993496748,0.023466976261503878,0.006621295104819393
0.7968984492246123,0.023490651358262792,0.0066256642913954
0.7963981990995497,0.02351437993206789,0.006630034143059908
0.7958979489744872,0.023538169245743746,0.006634406020427554
0.7953976988494247,0.02356202489623264,0.0066387809714860985
0.7948974487243621,0.02358595018804253,0.006643159611167211
0.7943971985992996,0.023609949089459896,0.0066475426829141525
0.7938969484742371,0.02363402304163698,0.006651930450570174
0.7933966983491745,0.023658174963619435,0.006656323461922421
0.792896448224112,0.02368240366780187,0.006660721482840286
0.7923961980990495,0.023706710232833546,0.006665124710022443
0.791895947973987,0.02373109554181081,0.0066695333042690805
0.7913956978489244,0.023755560640523383,0.006673947458001074
0.7908954477238619,0.02378010552513012,0.0066783671632836125
0.7903951975987994,0.023804730453183043,0.00668279246211561
0.7898949474737368,0.023829435430581147,0.0066872233484033825
0.7893946973486743,0.023854220625780038,0.006691659847224165
0.7888944472236118,0.023879086139674894,0.006696101970786029
0.7883941970985492,0.023904031708496275,0.006700549659135615
0.7878939469734867,0.023929058392878056,0.006705003114505138
0.7873936968484242,0.023954165534614172,0.006709462198978116
0.7868934467233616,0.023979353258970968,0.006713926929872276
0.7863931965982991,0.02400462176574485,0.006718397338826788
0.7858929464732366,0.024029971081341788,0.006722873423400851
0.785392696348174,0.024055401435181558,0.00672735522351298
0.7848924462231115,0.024080912403778985,0.006731842654229059
0.784392196098049,0.024106502010327678,0.006736335365544692
0.7838919459729864,0.02413213845480921,0.006740827787247446
0.7833916958479239,0.02415767231923641,0.006745293835982933
0.7828914457228614,0.024182671927185515,0.006749658354960035
0.7823911955977988,0.02420638717343325,0.006753791154805111
0.7818909454727363,0.024228409630021874,0.006757621955383702
0.7813906953476738,0.024248764417129764,0.006761155690241407
0.7808904452226112,0.02426791637581119,0.006764473372990773
0.7803901950975487,0.024286465692978286,0.0067676793822089385
0.7798899449724862,0.02430476016240323,0.006770834177914189
0.7793896948474237,0.024322967000835596,0.006773966828676343
0.7788894447223611,0.02434119533324817,0.006777096338147713
0.7783891945972986,0.024359452153771183,0.0067802239005465646
0.7778889444722361,0.024377758788213195,0.006783353222585331
0.7773886943471735,0.024396122736645313,0.006786485600609218
0.776888444222111,0.024414547190506515,0.006789621580987686
0.7763881940970485,0.024433034279514286,0.006792761524496019
0.7758879439719859,0.024451584511900284,0.006795905509087036
0.7753876938469234,0.024470197999774887,0.006799053543093727
0.7748874437218609,0.024488874850679514,0.006802205633567827
0.7743871935967983,0.0245071105197291,0.006805269303846233
0.7738869434717358,0.02452603193168899,0.006808450739451082
0.7733866933466733,0.02454499493025865,0.006811632356590044
0.7728864432216107,0.024564000245513758,0.006814814117651876
0.7723861930965482,0.024583052804826904,0.006817996966365849
0.7718859429714857,0.024602208479412732,0.0068211909208625516
0.7713856928464231,0.024621346645540155,0.006824374435974461
0.7708854427213606,0.02464054568207536,0.006827561516985823
0.7703851925962981,0.02465981261804512,0.006830753331401174
0.7698849424712355,0.024679138866102943,0.006833948261250836
0.769384692346173,0.024698524984027605,0.0068371465287597665
0.7688844422211105,0.02471797445244466,0.00684034859459742
0.7683841920960479,0.024737489309927443,0.0068435548520696535
0.7678839419709854,0.024757068101133938,0.006846765105756644
0.7673836918459229,0.024776711199154564,0.006849979515511594
0.7668834417208604,0.024796421864445483,0.006853198200655842
0.7663831915957978,0.024816192762271854,0.006856420615581728
0.7658829414707353,0.024836028244363373,0.00685964708904061
0.7653826913456728,0.024855929722654303,0.00686287775017918
0.7648824412206102,0.02487589595673683,0.006866112360976906
0.7643821910955477,0.02489592777248358,0.006869351233190827
0.7638819409704852,0.024916025047817574,0.006872594378305693
0.7633816908454226,0.024936193877895432,0.006875843298989928
0.7628814407203601,0.024956419341394594,0.006879094409318189
0.7623811905952976,0.02497671159822641,0.006882349799187187
0.761880940470235,0.024996973318045658,0.006885593989721596
0.7613806903451725,0.02501705095210643,0.006888802445921719
0.76088044022011,0.025036810316442715,0.006891954070639493
0.7603801900950474,0.025056111676148282,0.006895026947244205
0.7598799399699849,0.025079099705766727,0.006898680849141189
0.7593796898449224,0.025099408343538007,0.0069019014341955825
0.7588794397198598,0.025118985521605006,0.006905000261989079
0.7583791895947973,0.025137165375746236,0.006907872726082558
0.7578789394697348,0.025153543088889976,0.0069104557296132815
0.7573786893446722,0.02516827103798722,0.006912773888822028
0.7568784392196097,0.025181869061346156,0.006914909397234694
0.7563781890945472,0.025194857435935664,0.00691694433299143
0.7558779389694847,0.025207579231583878,0.006918932798181001
0.7553776888444221,0.025220211888687064,0.006920902778547744
0.7548774387193596,0.025232835837805338,0.006922866959877022
0.7543771885942971,0.02524548405245858,0.006924830538893994
0.7538769384692345,0.025258169230818917,0.00692679551136975
0.753376688344172,0.025269303916564005,0.006928509807211655
0.7528764382191095,0.02528243446600785,0.006930536350533857
0.7523761880940469,0.02529552772272087,0.00693255251680749
0.7518759379689844,0.025308602372361905,0.006934561243243505
0.751375687843922,0.025321673047359338,0.00693656482882491
0.7508754377188593,0.025334751139825522,0.00693856506301597
0.7503751875937968,0.025347845456498014,0.006940563326129512
0.7498749374687343,0.02536096268927702,0.006942560662873008
0.7493746873436717,0.02537410824423513,0.00694455791947743
0.7488744372186092,0.025387286280160917,0.006946555743763156
0.7483741870935467,0.02540049989393096,0.0069485546148892775
0.7478739369684841,0.025413751457167528,0.006950554896282714
0.7473736868434216,0.02542704280736552,0.006952556866816915
0.7468734367183592,0.02544037556790287,0.006954560775476146
0.7463731865932965,0.025453750890307044,0.0069565667935003175
0.745872936468234,0.02546716967670324,0.006958575052491624
0.7453726863431716,0.02548063266357507,0.006960585658147716
0.744872436218109,0.02549414043611733,0.0069625986920151504
0.7443721860930465,0.025507693470020062,0.006964614218254391
0.743871935967984,0.02552129215799353,0.00696663228785491
0.7433716858429215,0.025534936829327105,0.006968652941759465
0.7428714357178589,0.025548627764025115,0.006970676213068233
0.7423711855927964,0.0255623651965291,0.006972702127441722
