lambda,sigma,return
0.9749874937468733,0.0124898789761926,0.0036690671704778938
0.9744872436218108,0.012519671374063984,0.003697816038534125
0.9739869934967483,0.012550027195971116,0.003726594054442379
0.9734867433716857,0.012580944443518982,0.0037554014699969014
0.9729864932466232,0.012612421049239082,0.003784238502877326
0.9724862431215607,0.012644454740254978,0.0038131051983633342
0.9719859929964981,0.01267704320071938,0.0038420016023954194
0.9714857428714356,0.012710184074256293,0.0038709277620408876
0.9709854927463731,0.012743874960032908,0.003899883725719789
0.9704852426213106,0.012778113416377817,0.00392886953771413
0.969984992496248,0.012812896955953964,0.003957885240282325
0.9694847423711855,0.01284822305479204,0.003986930867053674
0.968984492246123,0.012884089180365748,0.0040160064808671455
0.9684842421210604,0.012920492650726973,0.004045112054948852
0.9679839919959979,0.012957429221147307,0.004074246361761525
0.9674837418709354,0.012994884759999043,0.004103400616391033
0.9669834917458728,0.013032806214302884,0.004132536758961573
0.9664832416208103,0.01307105378959459,0.0041615529648466095
0.9659829914957478,0.013109420285791115,0.0041903004564126396
0.9654827413706852,0.013147798422494387,0.004218707335237165
0.9649824912456227,0.013186276889218073,0.004246845394459838
0.9644822411205602,0.013225024548500957,0.004274843337020297
0.9639819909954976,0.013264131148920553,0.004302771255593462
0.9634817408704351,0.013303522237560272,0.004330582179153341
0.9629814907453726,0.013342915626337598,0.004358085830497677
0.96248124062031,0.013382076365706612,0.004385128416246307
0.9619809904952475,0.013421031866354606,0.004411736722610787
0.961480740370185,0.0134596545554094,0.004437834019483684
0.9609804902451224,0.013497089252567592,0.004462864210355876
0.96048024012006,0.013532782298814416,0.00448647930579048
0.9599799899949975,0.013567688919999195,0.004509326882100334
0.9594797398699348,0.013602533522615739,0.00453189410235257
0.9589794897448723,0.013637511755619168,0.004554315948986495
0.9584792396198099,0.01367265636550918,0.004576617425070362
0.9579789894947474,0.013707851134215635,0.004598725086072355
0.9574787393696848,0.01374370124200564,0.004621031850596969
0.9569784892446223,0.013779204522138346,0.00464288655567088
0.9564782391195598,0.01381563677945613,0.0046651234280359255
0.9559779889944972,0.01385238814913339,0.004687343516991576
0.9554777388694347,0.01388941368355646,0.004709518670352728
0.9549774887443722,0.013926808231616702,0.0047317123765537985
0.9544772386193096,0.013964567123398209,0.0047539224086049076
0.9539769884942471,0.01400269278093982,0.004776151136955015
0.9534767383691846,0.014041188848303809,0.004798402234958905
0.952976488244122,0.01408005439982856,0.004820676184514875
0.9524762381190595,0.01411928761160116,0.00484297328928116
0.951975987993997,0.0141588866632371,0.004865293287970275
0.9514757378689344,0.014198851577249209,0.0048876365768357214
0.9509754877438719,0.01423918028558893,0.004910003441530864
0.9504752376188094,0.014279871196708089,0.004932393929568211
0.9499749874937468,0.014320921162611817,0.004954807257909734
0.9494747373686843,0.014362321611274933,0.004977239744768103
0.9489744872436218,0.0144040458605074,0.004999678111283419
0.9484742371185592,0.014446021295765122,0.0050220850168566
0.9479739869934967,0.014488091018959589,0.005044379418073607
0.9474737368684342,0.014530048853351142,0.005066455767608551
0.9469734867433717,0.0145717729095917,0.005088253389050463
0.9464732366183091,0.014613323273241966,0.0051098059057729395
0.9459729864932466,0.014654902667075115,0.005131220537933207
0.9454727363681841,0.014696686649558054,0.005152589715548183
0.9449724862431215,0.014738776037583938,0.005173967115787973
0.944472236118059,0.014781215277337651,0.0051953765479072316
0.9439719859929965,0.014824024141052156,0.005216828943920842
0.9434717358679339,0.014867223355642493,0.005238335362539232
0.9429714857428714,0.014910819252258147,0.0052598996511608355
0.9424712356178089,0.014954814438409696,0.005281523681703681
0.9419709854927463,0.014999205086512039,0.005303206090841521
0.9414707353676838,0.015043978270415813,0.005324941030358841
0.9409704852426213,0.015089119860492302,0.0053467220558397486
0.9404702351175587,0.015134611925358681,0.00536854101655269
0.9399699849924962,0.01518044357310371,0.005390393255496652
0.9394697348674337,0.015226603179625585,0.005412273861158695
0.9389694847423711,0.015273083895661007,0.005434180272477296
0.9384692346173086,0.015319881270073407,0.005456111105919378
0.9379689844922461,0.01536699250104217,0.005478065774034451
0.9374687343671835,0.015414415190374463,0.005500043892845259
0.936968484242121,0.015462147810376307,0.005522045480241469
0.9364682341170585,0.015510188515584193,0.0055440704077224685
0.9359679839919959,0.015558534017218604,0.005566117867728319
0.9354677338669334,0.01560717988522051,0.005588186614785947
0.9349674837418709,0.015656127544102606,0.005610278039362301
0.9344672336168084,0.015705368558872963,0.005632389038622233
0.9339669834917458,0.015754874367002982,0.005654507654882432
0.9334667333666833,0.015804098481059174,0.005676392262395172
0.9329664832416208,0.015851216744084937,0.005697239918822365
0.9324662331165582,0.015895459741043425,0.00571671736694222
0.9319659829914957,0.0159383646474289,0.005735505412742092
0.9314657328664332,0.01598107362450029,0.005754109038505151
0.9309654827413706,0.016023851318176664,0.00577264594870036
0.9304652326163081,0.016066795797239866,0.005791160029198833
0.9299649824912456,0.01610993630149871,0.005809664571147175
0.929464732366183,0.016153245578529398,0.005828148105343683
0.9289644822411205,0.016196865805563943,0.005846673321886772
0.928464232116058,0.01624066681146867,0.005865183829908487
0.9279639819909954,0.016284788660667817,0.005883740919683151
0.9274637318659329,0.016329128031946052,0.005902300396400733
0.9269634817408704,0.016373725596253583,0.005920880232058267
0.9264632316158078,0.016418520562884155,0.005939454813218202
0.9259629814907453,0.016463590005482528,0.005958057685156342
0.9254627313656828,0.01650894530132189,0.0059766942030916375
0.9249624812406202,0.01655454201440881,0.005995345655851531
0.9244622311155577,0.016600400453506147,0.006014021160306181
0.9239619809904952,0.016646411327598823,0.006032675292351249
0.9234617308654326,0.01669262924412875,0.006051332895544768
0.9229614807403701,0.016739111106776106,0.006070017791227709
0.9224612306153076,0.016785618833507085,0.006088633460929212
0.9219609804902451,0.016832325548044813,0.0061072512577747574
0.9214607303651825,0.016878789418848565,0.006125694286044037
0.92096048024012,0.01692502242964661,0.006143971833509289
0.9204602301150575,0.01697021746363991,0.006161766247191064
0.9199599799899949,0.017014491031020203,0.006179127188644303
0.9194597298649324,0.017057931575935034,0.006196089890367518
0.9189594797398699,0.01710091365381499,0.00621280166923387
0.9184592296148073,0.01714371556064868,0.0062293718264170884
0.9179589794897448,0.01718651454710975,0.006245870257209361
0.9174587293646823,0.017229330376552818,0.0062623048074892974
0.9169584792396197,0.017272387805444878,0.006278764963298211
0.9164582291145572,0.017315612231649947,0.006295221309528451
0.9159579789894947,0.017359022415983888,0.006311681579984668
0.9154577288644321,0.017402626083863428,0.00632814912353865
0.9149574787393696,0.01744642538792483,0.00634462508502187
0.9144572286143071,0.017490424840598585,0.00636111153309919
0.9139569784892445,0.017534626487065823,0.0063776095651684106
0.913456728364182,0.01757902969808377,0.006394119256093937
0.9129564782391195,0.017623637753745612,0.006410642193866835
0.9124562281140569,0.01766844939573844,0.006427178254008985
0.9119559779889944,0.017713467507859945,0.006443728852217142
0.9114557278639319,0.017758672260887023,0.006460286812394218
0.9109554777388694,0.017804120543705965,0.006476873763974956
0.9104552276138068,0.01784970983652149,0.006493451891925579
0.9099549774887443,0.017895475446441697,0.0065100348355333765
0.9094547273636818,0.0179414099036321,0.006526620246326907
0.9089544772386192,0.01798750683598171,0.006543206167595867
0.9084542271135567,0.018033723295698908,0.006559777303452048
0.9079539769884942,0.018080136881747328,0.006576362215722707
0.9074537268634316,0.01812674230796309,0.006592959196420735
0.9069534767383691,0.01817347310389337,0.0066095443285240085
0.9064532266133066,0.018220374324169623,0.006626134189360916
0.905952976488244,0.018267446763361585,0.00664272926389295
0.9054527263631815,0.01831469773403013,0.00665933240551963
0.904952476238119,0.01836212084486192,0.006675941467951304
0.9044522261130564,0.018409745478327084,0.006692567371249354
0.9039519759879939,0.018457558738598535,0.006709205605001942
0.9034517258629314,0.018505596530610454,0.006725869636247483
0.9029514757378688,0.018553811086943567,0.006742542082244182
0.9024512256128063,0.018602225117337574,0.006759231535574244
0.9019509754877438,0.018650824873516266,0.00677593310803136
0.9014507253626812,0.01869964371383746,0.006792659448007237
0.9009504752376187,0.018748666538059722,0.006809405202156487
0.9004502251125562,0.018797885284056123,0.006826167598185922
0.8999499749874936,0.018847300918554515,0.0068429472260844145
0.8994497248624311,0.018896917657400005,0.006859745934933046
0.8989494747373686,0.018946725388750345,0.00687656042507487
0.8984492246123061,0.018996534059783077,0.0068933270868484445
0.8979489744872435,0.019045171590046345,0.0069096535139745304
0.897448724362181,0.01909115093720595,0.006925043787707857
0.8969484742371185,0.019134728493813997,0.006939584483533014
0.8964482241120559,0.019177580481308597,0.006953836704381904
0.8959479739869934,0.019220272951283344,0.006967990403607838
0.8954477238619309,0.0192628773787753,0.00698207074883053
0.8949474737368683,0.019305161083163647,0.00699600190894531
0.8944472236118058,0.01934702735368253,0.007009752974368333
0.8939469734867433,0.01938846738643608,0.007023321517477526
0.8934467233616807,0.019429636352802822,0.007036758610152712
0.8929464732366182,0.019470702354526664,0.0070501194118522195
0.8924462231115557,0.019511827887660857,0.007063457426973957
0.8919459729864931,0.019553059464847998,0.007076788006832581
0.8914457228614306,0.019594448191316453,0.007090128150613036
0.8909454727363681,0.019635205060347403,0.007103209666999624
0.8904452226113055,0.019677112237518085,0.007116637140374167
0.889944972486243,0.01971962916746002,0.0071302309460751214
0.8894447223611806,0.01976169993362368,0.00714362825110569
0.8889444722361179,0.019803530389610448,0.0071568967894322195
0.8884442221110554,0.01984635651956057,0.007170467945709933
0.887943971985993,0.01988894196895481,0.0071839104614521134
0.8874437218609305,0.0199316983316399,0.007197368078950838
0.8869434717358678,0.019974624508190767,0.007210840573112536
0.8864432216108054,0.020017719167260643,0.007224327661520039
0.8859429714857429,0.02006097267786039,0.007237826456218904
0.8854427213606803,0.020104319576606793,0.007251316757972175
0.8849424712356178,0.020147467521435,0.007264708215278881
0.8844422211105553,0.02018989823657207,0.007277841303381344
0.8839419709854927,0.020231236899580562,0.007290601413560514
0.8834417208604302,0.020271649053893722,0.007303040445172803
0.8829414707353677,0.020311378730444224,0.007315233834398571
0.882441220610305,0.020350808614930674,0.007327299841567759
0.8819409704852426,0.02039012796702357,0.007339296999982892
0.8814407203601801,0.020429433662039836,0.007351255271264469
0.8809404702351175,0.02046878491697722,0.007363192958443885
0.880440220110055,0.020508221661215315,0.007375122394754214
0.8799399699849925,0.020547762243095423,0.007387049255540898
0.8794397198599299,0.020587427519879672,0.007398980016240983
0.8789394697348674,0.02062722874911405,0.007410918205237
0.8784392196098049,0.020667172271084368,0.0074228658428471955
0.8779389694847423,0.02070726863335437,0.0074348262770087496
0.8774387193596798,0.020747510087469997,0.0074467971610822645
0.8769384692346173,0.02078790304760819,0.007458780564035652
0.8764382191095547,0.020828450757964752,0.007470777576946853
0.8759379689844922,0.02086914755324369,0.007482786475126769
0.8754377188594297,0.020910003020658634,0.007494810398106671
0.8749374687343672,0.020951013570369978,0.007506848292783393
0.8744372186093046,0.020992177431323363,0.007518899669630201
0.8739369684842421,0.021033494581880422,0.007530964595397508
0.8734367183591796,0.021074965567853515,0.007543043328907769
0.872936468234117,0.021116590007574293,0.0075551358241165815
0.8724362181090545,0.021158367972283598,0.007567242196295015
0.871935967983992,0.02120029878143057,0.007579362310629733
0.8714357178589294,0.021242379717819875,0.007591495460888806
0.8709354677338669,0.021284566776391605,0.007603629092690668
0.8704352176088044,0.021326702198127438,0.007615718153713087
0.8699349674837418,0.02136814924549026,0.007627580985046332
0.8694347173586793,0.02140817991765281,0.007639010687107563
0.8689344672336168,0.021446863056871754,0.007650027774991361
0.8684342171085542,0.021484726720876084,0.007660782969091254
0.8679339669834917,0.021522233642490087,0.007671408118562164
0.8674337168584292,0.021559698755989898,0.007681993137593756
0.8669334667333666,0.021597228615388375,0.007692568486339645
0.8664332166083041,0.021633787557864225,0.0077028306965223284
0.8659329664832416,0.021671961900263947,0.0077135355931775345
0.865432716358179,0.02171008077583038,0.007724196432034734
0.8649324662331165,0.02174831201240744,0.007734861300650492
0.864432216108054,0.0217866363716729,0.007745524650375657
0.8639319659829914,0.02182503953343578,0.007756182479399386
0.8634317158579289,0.02186356621894382,0.007766847688649039
0.8629314657328664,0.021902227900723235,0.007777523708555147
0.8624312156078039,0.021941018400563016,0.007788208776653085
0.8619309654827413,0.021979925315831636,0.0077988987959560965
0.8614307153576788,0.02201896626098048,0.00780959980567208
0.8609304652326163,0.022058148907737402,0.007820313789905692
0.8604302151075537,0.022097470217528163,0.00783103992585863
0.8599299649824912,0.022136939043753915,0.007841781851127497
0.8594297148574287,0.022176539485915275,0.007852532977587794
0.8589294647323661,0.022216239602280374,0.007863283598951472
0.8584292146073036,0.02225613754928636,0.007874065981803294
0.8579289644822411,0.022294782022375642,0.007884484031889022
0.8574287143571785,0.022330614249076234,0.007894122418088515
0.856928464232116,0.022363390179207146,0.00790291849078228
0.8564282141070535,0.02239411527206,0.007911143259330861
0.8559279639819909,0.022423654639264098,0.007919028917431256
0.8554277138569284,0.022452546725860396,0.007926719723136041
0.8549274637318659,0.02248111502500901,0.007934302439445965
0.8544272136068033,0.022509570445373703,0.007941833590761348
0.8539269634817408,0.022537998802171555,0.007949336224963736
0.8534267133566783,0.022566461196005593,0.007956826799623168
0.8529264632316157,0.022594996225532394,0.007964315690749617
0.8524262131065532,0.02262361985636511,0.007971807225354963
0.8519259629814907,0.022652344839458542,0.007979304857249852
0.8514257128564282,0.0226811717564853,0.007986808706756087
0.8509254627313656,0.022710066851863848,0.007994309258361327
0.8504252126063031,0.02273914130290981,0.008001837713772256
0.8499249624812406,0.022768312369627404,0.008009370973712005
0.849424712356178,0.022797582622957873,0.008016909675134454
0.8489244622311155,0.022826965049535675,0.008024457491625734
0.848424212106053,0.022856457929745656,0.008032013892050207
0.8479239619809904,0.022886059451250825,0.00803957838749752
0.8474237118559279,0.02291577104116528,0.008047151406748962
0.8469234617308654,0.02294559466491532,0.008054733432497675
0.8464232116058028,0.022975529397692675,0.008062324282641928
0.8459229614807403,0.023005573636641057,0.008069923372424844
0.8454227113556778,0.02303573114088465,0.008077531897893534
0.8449224612306152,0.02306600140386278,0.008085149889948117
0.8444222111055527,0.023096362380958337,0.008092771458901098
0.8439219609804902,0.023126597613415026,0.008100342672136614
0.8434217108554276,0.023156047914835397,0.008107699234897781
0.8429214607303651,0.023183688671720867,0.008114588098410402
0.8424212106053026,0.023208435201508473,0.008120741845259582
0.84192096048024,0.023239005865176583,0.0081283286996968
0.8414207103551775,0.023248331493082704,0.008130628694351789
0.840920460230115,0.02326463533727084,0.008134651403610981
0.8404202101050524,0.02327958127973102,0.00813832670636452
0.8399199599799899,0.02329377215703339,0.008141804140541825
0.8394197098549274,0.02330758922921656,0.00814517826832691
0.8389194597298649,0.02332124731633828,0.00814850239635105
0.8384192096048023,0.02333485555762829,0.008151803583747471
0.8379189594797398,0.023348469865493184,0.008155095700317092
0.8374187093546773,0.02336211708426345,0.008158385398375167
0.8369184592296147,0.023375811019983418,0.008161676089193324
0.8364182091045522,0.02338955783099316,0.008164969285180103
0.8359179589794897,0.02340335929342461,0.008168265407293013
0.8354177088544271,0.02341721871557909,0.008171565261900883
0.8349174587293646,0.023431136776018466,0.00817486899480482
0.8344172086043021,0.023445113949302224,0.008178176713001415
0.8339169584792395,0.023459150177338798,0.00818148837864864
0.833416708354177,0.02347324556912954,0.008184803998518727
0.8329164582291145,0.023487400249328657,0.008188123584779454
0.8324162081040519,0.023501614334099096,0.008191447146955817
0.8319159579789894,0.023515887937996062,0.008194774694187132
0.8314157078539269,0.023530221177127473,0.008198106236195503
0.8309154577288643,0.0235446141616917,0.008201441780992805
0.8304152076038018,0.023559067004242564,0.008204781337296702
0.8299149574787393,0.0235735798142619,0.00820812491333536
0.8294147073536767,0.023588152703975365,0.008211472517559654
0.8289144572286142,0.023602785783021354,0.008214824157901065
0.8284142071035517,0.02361747916141455,0.00821817984250787
0.8279139569784892,0.02363223296187301,0.008221539582779751
0.8274137068534266,0.02364704728177495,0.008224903383673926
0.8269134567283641,0.02366192222131316,0.00822827125075174
0.8264132066033016,0.023676857891008842,0.008231643192369303
0.825912956478239,0.023691854399739424,0.00823501921638495
0.8254127063531765,0.02370691186023025,0.008238399331761816
0.824912456228114,0.023722030374594933,0.008241783544562058
0.8244122061030514,0.02373721005350287,0.008245171863182604
0.8239119559779889,0.023752451004003684,0.008248564295056937
0.8234117058529264,0.02376775333481504,0.008251960848099565
0.8229114557278638,0.02378311715316671,0.0082553615297997
0.8224112056028013,0.023798457974570374,0.008258737445223962
0.8219109554777388,0.02381395185268713,0.00826214840121986
0.8214107053526762,0.023829510347965616,0.008265564459340777
0.8209104552276137,0.023845127501997535,0.008268983609789272
0.8204102051025512,0.023860862315792097,0.008272427131300681
0.8199099549774886,0.02387659732532653,0.008275852747591508
0.8194097048524261,0.023892337796545392,0.008279260766152756
0.8189094547273637,0.023908195507695205,0.008282693969582967
0.818409204602301,0.0239241177766257,0.008286132213766206
0.8179089544772385,0.023940102424069444,0.008289574610995396
0.817408704352176,0.02395614974058266,0.008293021222425227
0.8169084542271134,0.023972318193195088,0.008296494537739401
0.816408204102051,0.023988491149780276,0.008299949592418442
0.8159079539769885,0.024004727101404017,0.008303408883805874
0.815407703851926,0.024021026155767553,0.008306872419705529
0.8149074537268634,0.024037388420641178,0.008310340207947818
0.8144072036018009,0.02405381400374864,0.008313812256361337
0.8139069534767384,0.0240703030129443,0.008317288572819076
0.8134067033516758,0.02408685555606276,0.00832076916520837
0.8129064532266133,0.024103471446129027,0.008324253937620879
0.8124062031015508,0.024120151437979537,0.008327743126243336
0.8119059529764882,0.02413689515530971,0.008331236566176459
0.8114057028514257,0.024153703005191474,0.008334734374943547
0.8109054527263632,0.02417057492340343,0.008338236497219521
0.8104052026013006,0.02418751100464953,0.008341742936094895
0.8099049524762381,0.024204511343799386,0.00834525369494684
0.8094047023511756,0.024221506068321803,0.008348745104947127
0.808904452226113,0.024238646952641888,0.008352268436565969
0.8084042021010505,0.024255844248264588,0.008355793123410725
0.807903951975988,0.024273100518034062,0.00835932095483717
0.8074037018509254,0.0242904198445866,0.008362852431415862
0.8069034517258629,0.024307808135855404,0.008366389755973563
0.8064032016008004,0.024325235815659478,0.008369933274882824
0.8059029514757378,0.02434276139149105,0.008373480437107625
0.8054027013506753,0.024360355055000914,0.00837703256632106
0.8049024512256128,0.02437801599034857,0.008380589480301093
0.8044022011005502,0.02439574338688352,0.008384150999972756
0.8039019509754877,0.024413536231245172,0.008387716907376773
0.8034017008504252,0.024431410327560226,0.00839128970742192
0.8029014507253627,0.024449323534635137,0.008394862517878526
0.8024012006003001,0.02446730291793767,0.008398439754409385
0.8019009504752376,0.02448534773367853,0.008402021249080252
0.8014007003501751,0.024503457675184744,0.008405606940411226
0.8009004502251125,0.024521628846990585,0.00840919610733498
0.80040020010005,0.024539847005008567,0.008412785934081828
0.7998999499749875,0.02455806215053726,0.008416366636711858
0.7993996998499249,0.02457615941887416,0.008419915783937418
0.7988994497248624,0.024593938722875814,0.008423394482265775
0.7983991995997999,0.02461113941202005,0.008426752324954725
0.7978989494747373,0.024627519341889472,0.008429942813936765
0.7973986993496748,0.02464293982400853,0.008432939704472613
0.7968984492246123,0.024657435261111825,0.00843575028882541
0.7963981990995497,0.02467114857670368,0.008438402689640535
0.7958979489744872,0.024684267716927347,0.008440933558837311
0.7953976988494247,0.0246969928526833,0.008443381809661681
0.7948974487243621,0.024709478906921083,0.008445777522257364
0.7943971985992996,0.024721834354675766,0.008448141749160311
0.7938969484742371,0.024734131100646446,0.008450488443103789
0.7933966983491745,0.024746413511578042,0.008452826211017646
0.792896448224112,0.02475870790958989,0.008455160155662635
0.7923961980990495,0.024771029539869198,0.008457493228145374
0.791895947973987,0.02478338710249655,0.008459827107392643
0.7913956978489244,0.024795785521723523,0.008462162738029598
0.7908954477238619,0.02480822759273849,0.008464500650056541
0.7903951975987994,0.024820714927541586,0.008466841143333986
0.7898949474737368,0.024833248240923637,0.00846918434270469
0.7893946973486743,0.024845828015639462,0.008471530327885333
0.7888944472236118,0.024858455253146193,0.008473879280303315
0.7883941970985492,0.0248711300610522,0.008476231206567993
0.7878939469734867,0.02488385254748772,0.008478586113527342
0.7873936968484242,0.024896622819178153,0.008480944007658888
0.7868934467233616,0.024909440982219495,0.008483304895251165
0.7863931965982991,0.024922307142953234,0.008485668782734254
0.7858929464732366,0.02493522140721257,0.008488035676374774
0.785392696348174,0.024948183880362663,0.008490405582329922
0.7848924462231115,0.024961194667862157,0.00849277850678283
0.784392196098049,0.024974253874901417,0.008495154455835001
0.7838919459729864,0.024987361606656676,0.008497533435571886
0.7833916958479239,0.025000517968063154,0.008499915452006611
0.7828914457228614,0.025013723064058205,0.008502300511176909
0.7823911955977988,0.025026976997799183,0.008504688618761296
0.7818909454727363,0.025040279873534743,0.008507079780621632
0.7813906953476738,0.025053631721734512,0.008509473988595738
0.7808904452226112,0.02506703279915353,0.00851187127749907
0.7803901950975487,0.025080483135835933,0.008514271639022216
0.7798899449724862,0.025093982836926997,0.008516675079128464
0.7793896948474237,0.025107532007829024,0.008519081603834366
0.7788894447223611,0.025121130753903657,0.008521491219127602
0.7783891945972986,0.025134779180616355,0.00852390393099359
0.7778889444722361,0.025148477393631942,0.008526319745459407
0.7773886943471735,0.02516222549869794,0.008528738668549338
0.776888444222111,0.025176023601556616,0.008531160706256766
0.7763881940970485,0.025189871808292155,0.008533585864654913
0.7758879439719859,0.025203770224959645,0.008536014149780956
0.7753876938469234,0.025217718957652204,0.008538445567657446
0.7748874437218609,0.02523171811291208,0.00854088012441264
0.7743871935967983,0.02524576779710618,0.008543317826093287
0.7738869434717358,0.02525986811670887,0.008545758678767359
0.7733866933466733,0.025274019040690116,0.008548202664681414
0.7728864432216107,0.025288220893635548,0.008550649827712451
0.7723861930965482,0.025302473750915818,0.008553100168498005
0.7718859429714857,0.02531677767097721,0.008555553684727995
0.7713856928464231,0.0253311327609634,0.00855801038252043
0.7708854427213606,0.025345539128238326,0.00856047026803066
0.7703851925962981,0.025359996880371657,0.0085629333474473
0.7698849424712355,0.02537450612497288,0.008565399626947582
0.769384692346173,0.02538906696995273,0.00856786911276431
0.7688844422211105,0.025403679523098962,0.008570341811069963
0.7683841920960479,0.025418343892679045,0.00857281772815356
0.7678839419709854,0.025433060186495656,0.008575296870121972
0.7673836918459229,0.02544782851329884,0.008577779243362688
0.7668834417208604,0.02546264898133887,0.00858026485407678
0.7663831915957978,0.025477521699352402,0.008582753708577143
0.7658829414707353,0.025492446775763875,0.008585245813056213
0.7653826913456728,0.02550742431998357,0.008587741174014335
0.7648824412206102,0.02552245444063992,0.008590239797633865
0.7643821910955477,0.025537537246982333,0.008592741690277777
0.7638819409704852,0.025552672848492518,0.008595246858372265
0.7633816908454226,0.025567861354155987,0.008597755308121308
0.7628814407203601,0.025583102873772315,0.008600267046002676
0.7623811905952976,0.025598397517176213,0.008602782078442027
0.761880940470235,0.025613745393638268,0.008605300411663339
0.7613806903451725,0.025629146613466325,0.00860782205221225
0.76088044022011,0.025644601286664997,0.008610347006488073
0.7603801900950474,0.025660109523356456,0.0086128752809118
0.7598799399699849,0.025675671433611345,0.00861540688185236
0.7593796898449224,0.025691287127850806,0.008617941815764503
0.7588794397198598,0.02570695671691071,0.00862048008921378
0.7583791895947973,0.025722680311170323,0.00862302170860216
0.7578789394697348,0.025738458021612162,0.008625566680480302
0.7573786893446722,0.025754289957059508,0.008628115010854248
0.7568784392196097,0.0257701762305757,0.008630666706753125
0.7563781890945472,0.025786116952884942,0.00863322177454122
0.7558779389694847,0.025802112235306453,0.008635780220781777
0.7553776888444221,0.02581816218926857,0.008638342052058006
0.7548774387193596,0.025834266925937682,0.00864090727481668
0.7543771885942971,0.025850426557128613,0.008643475895717217
0.7538769384692345,0.025866641194087762,0.008646047921172515
0.753376688344172,0.025882910949020666,0.008648623357934383
0.7528764382191095,0.02589923593343034,0.0086512022124326
0.7523761880940469,0.025915616237397278,0.008653784487948199
0.7518759379689844,0.025932052016576626,0.008656370197841542
0.751375687843922,0.025948543361702128,0.00865895934541558
0.7508754377188593,0.025965090384760598,0.008661551937115241
0.7503751875937968,0.02598169319911169,0.008664147979920548
0.7498749374687343,0.0259983519163359,0.008666747480228346
0.7493746873436717,0.026015066648665753,0.008669350444560806
0.7488744372186092,0.02603183750924316,0.008671956879763482
0.7483741870935467,0.026048664153891687,0.008674566721677946
0.7478739369684841,0.026065544780490363,0.00867717968115206
0.7473736868434216,0.026082481101965243,0.008679796014101309
0.7468734367183592,0.026099473061309567,0.008682415701675234
0.7463731865932965,0.02611652056734191,0.008685038720005749
0.745872936468234,0.026133623488476043,0.008687665039324008
0.7453726863431716,0.026150781644173574,0.008690294622524321
0.744872436218109,0.026167994796553358,0.008692927424249416
0.7443721860930465,0.026185262639189747,0.00869556338885236
0.743871935967984,0.026202584786215746,0.008698202449265908
0.7433716858429215,0.026219960753838624,0.008700844522570346
0.7428714357178589,0.026237389945164225,0.008703489509965705
0.7423711855927964,0.026254871640550966,0.008706137296340155
0.7418709354677339,0.026272429333472853,0.008708791430379679
